fir_id,district,police_station,ipc_section,crime_type,date_of_incident,location_description,latitude,longitude,modus_operandi,investigation_status,fir_text
FIR-2023-KA-2880,Mangaluru,Mangaluru Police Station,326,Voluntarily Causing Grievous Hurt by Dangerous Weapons,2025-04-24,"78, Edwin Zila, Alwar-868678",12.0051,75.211922,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Voluntarily Causing Grievous Hurt by Dangerous Weapons under IPC Section 326 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 78, Edwin Zila, Alwar-868678. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2023-KA-2881,Mangaluru,Mangaluru Police Station,395,Dacoity,2026-01-25,"62/61, Khosla Nagar, Motihari-803597",17.352914,74.343846,Created fake profile on social media to defraud,Chargesheeted,"An incident of Dacoity under IPC Section 395 was reported at Mangaluru Police Station, Mangaluru. The incident took place at 62/61, Khosla Nagar, Motihari-803597. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Chargesheeted."
FIR-2026-KA-2882,Ballari,Ballari Police Station,363,Kidnapping,2025-02-27,"30, Memon Zila, Nashik 908702",16.863175,77.651932,Broke open padlock of shop at night,Chargesheeted,"An incident of Kidnapping under IPC Section 363 was reported at Ballari Police Station, Ballari. The incident took place at 30, Memon Zila, Nashik 908702. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Chargesheeted."
FIR-2025-KA-2883,Kalaburagi,Kalaburagi Police Station,363,Kidnapping,2023-10-15,"H.No. 483, Tak Chowk, Ahmedabad-745088",17.974148,74.236485,Broke open padlock of shop at night,Chargesheeted,"An incident of Kidnapping under IPC Section 363 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at H.No. 483, Tak Chowk, Ahmedabad-745088. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Chargesheeted."
FIR-2026-KA-2884,Hubballi-Dharwad,Hubballi-Dharwad Police Station,363,Kidnapping,2026-03-11,"H.No. 256, Varkey Nagar, Thoothukudi-103161",12.234556,76.849336,Broke open padlock of shop at night,Open,"An incident of Kidnapping under IPC Section 363 was reported at Hubballi-Dharwad Police Station, Hubballi-Dharwad. The incident took place at H.No. 256, Varkey Nagar, Thoothukudi-103161. Modus operandi of the suspect: Broke open padlock of shop at night. Investigation status is currently Open."
FIR-2023-KA-2885,Tumakuru,Tumakuru Police Station,364,Kidnapping in Order to Murder,2024-10-23,"36/600, Mittal Street, Gulbarga-024325",12.784037,76.160496,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 36/600, Mittal Street, Gulbarga-024325. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2024-KA-2886,Chikkamagaluru,Chikkamagaluru Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2023-10-02,"35/24, Ramaswamy Street, Kumbakonam 930500",12.613064,74.274884,Offered high returns on fake investment scheme,Open,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 35/24, Ramaswamy Street, Kumbakonam 930500. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Open."
FIR-2025-KA-2887,Ballari,Ballari Police Station,302,Murder,2026-03-04,"35/54, Kant Marg, Mau 130657",12.809307,74.042419,Entered through unlocked door,Closed,"An incident of Murder under IPC Section 302 was reported at Ballari Police Station, Ballari. The incident took place at 35/54, Kant Marg, Mau 130657. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Closed."
FIR-2025-KA-2888,Vijayapura,Vijayapura Police Station,380,Theft in Dwelling House,2025-05-22,"52/665, Rattan, Bangalore 141323",14.546577,76.677145,Threatened victim with knife in isolated area,Closed,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Vijayapura Police Station, Vijayapura. The incident took place at 52/665, Rattan, Bangalore 141323. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2026-KA-2889,Tumakuru,Tumakuru Police Station,406,Criminal Breach of Trust,2024-07-20,"457, Bava Street, Ambattur-120161",18.100452,75.924552,Snatched chain from victim walking on road,Closed,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 457, Bava Street, Ambattur-120161. Modus operandi of the suspect: Snatched chain from victim walking on road. Investigation status is currently Closed."
FIR-2023-KA-2890,Kalaburagi,Kalaburagi Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2025-03-17,"96, Kala Ganj, Salem-381017",12.598341,76.309419,Threatened victim with knife in isolated area,Closed,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 96, Kala Ganj, Salem-381017. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2025-KA-2891,Tumakuru,Tumakuru Police Station,363,Kidnapping,2025-03-29,"11/444, Parekh Road, Ballia-243228",11.965625,76.719047,Assaulted victim following heated argument over traffic,Chargesheeted,"An incident of Kidnapping under IPC Section 363 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 11/444, Parekh Road, Ballia-243228. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Chargesheeted."
FIR-2025-KA-2892,Belagavi,Belagavi Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2023-11-27,"H.No. 59, Shankar Path, Nanded-136779",16.258904,74.875493,Created fake profile on social media to defraud,Open,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Belagavi Police Station, Belagavi. The incident took place at H.No. 59, Shankar Path, Nanded-136779. Modus operandi of the suspect: Created fake profile on social media to defraud. Investigation status is currently Open."
FIR-2023-KA-2893,Hassan,Hassan Police Station,506,Criminal Intimidation,2024-01-28,"72, Manne Path, Barasat 609855",16.037783,75.361193,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Criminal Intimidation under IPC Section 506 was reported at Hassan Police Station, Hassan. The incident took place at 72, Manne Path, Barasat 609855. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2024-KA-2894,Vijayapura,Vijayapura Police Station,380,Theft in Dwelling House,2025-11-03,"H.No. 14, Dar Circle, Shimla 801292",18.462632,76.076226,Entered through unlocked door,Open,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Vijayapura Police Station, Vijayapura. The incident took place at H.No. 14, Dar Circle, Shimla 801292. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2026-KA-2895,Shivamogga,Shivamogga Police Station,364,Kidnapping in Order to Murder,2025-05-02,"890, Khare Zila, Gwalior-993077",13.938464,77.226511,Entered through unlocked door,Chargesheeted,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Shivamogga Police Station, Shivamogga. The incident took place at 890, Khare Zila, Gwalior-993077. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Chargesheeted."
FIR-2023-KA-2896,Davangere,Davangere Police Station,380,Theft in Dwelling House,2025-02-15,"36, Sule Path, Hazaribagh-096600",14.668411,76.881226,Offered high returns on fake investment scheme,Open,"An incident of Theft in Dwelling House under IPC Section 380 was reported at Davangere Police Station, Davangere. The incident took place at 36, Sule Path, Hazaribagh-096600. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Open."
FIR-2025-KA-2897,Hassan,Hassan Police Station,420,Cheating/Fraud,2023-12-26,"342, Edwin Road, Dehri 289494",18.055533,74.154049,Assaulted victim following heated argument over traffic,Closed,"An incident of Cheating/Fraud under IPC Section 420 was reported at Hassan Police Station, Hassan. The incident took place at 342, Edwin Road, Dehri 289494. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2025-KA-2898,Tumakuru,Tumakuru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2024-04-25,"11/71, Savant, Sangli-Miraj & Kupwad-004768",12.04791,76.615675,Threatened victim with knife in isolated area,Closed,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Tumakuru Police Station, Tumakuru. The incident took place at 11/71, Savant, Sangli-Miraj & Kupwad-004768. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2023-KA-2899,Hassan,Hassan Police Station,364,Kidnapping in Order to Murder,2024-06-12,"74/928, Memon Path, Darbhanga-951239",12.70523,78.206208,Assaulted victim following heated argument over traffic,Closed,"An incident of Kidnapping in Order to Murder under IPC Section 364 was reported at Hassan Police Station, Hassan. The incident took place at 74/928, Memon Path, Darbhanga-951239. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2026-KA-2900,Davangere,Davangere Police Station,506,Criminal Intimidation,2025-03-04,"H.No. 92, Dubey Ganj, Malegaon 822319",17.734406,75.121273,Assaulted victim following heated argument over traffic,Open,"An incident of Criminal Intimidation under IPC Section 506 was reported at Davangere Police Station, Davangere. The incident took place at H.No. 92, Dubey Ganj, Malegaon 822319. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Open."
FIR-2026-KA-2901,Belagavi,Belagavi Police Station,406,Criminal Breach of Trust,2024-01-30,"H.No. 343, Bedi Marg, Ambattur 005901",16.611288,77.175042,Entered through unlocked door,Closed,"An incident of Criminal Breach of Trust under IPC Section 406 was reported at Belagavi Police Station, Belagavi. The incident took place at H.No. 343, Bedi Marg, Ambattur 005901. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Closed."
FIR-2023-KA-2902,Bengaluru Urban,Bengaluru Police Station,397,Robbery/Dacoity with Attempt to Cause Death,2024-07-15,"99/49, Kalla Zila, Bhalswa Jahangir Pur 304591",13.109827,77.446173,Offered high returns on fake investment scheme,Chargesheeted,"An incident of Robbery/Dacoity with Attempt to Cause Death under IPC Section 397 was reported at Bengaluru Police Station, Bengaluru Urban. The incident took place at 99/49, Kalla Zila, Bhalswa Jahangir Pur 304591. Modus operandi of the suspect: Offered high returns on fake investment scheme. Investigation status is currently Chargesheeted."
FIR-2025-KA-2903,Bengaluru Rural,Bengaluru Police Station,395,Dacoity,2026-03-17,"H.No. 30, Bhatt Path, Ozhukarai 775476",11.60563,74.152355,Entered through unlocked door,Open,"An incident of Dacoity under IPC Section 395 was reported at Bengaluru Police Station, Bengaluru Rural. The incident took place at H.No. 30, Bhatt Path, Ozhukarai 775476. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
FIR-2024-KA-2904,Kalaburagi,Kalaburagi Police Station,498A,Cruelty by Husband or Relatives,2023-11-23,"72/69, Gopal Path, Patiala-254962",16.738531,76.375463,Assaulted victim following heated argument over traffic,Closed,"An incident of Cruelty by Husband or Relatives under IPC Section 498A was reported at Kalaburagi Police Station, Kalaburagi. The incident took place at 72/69, Gopal Path, Patiala-254962. Modus operandi of the suspect: Assaulted victim following heated argument over traffic. Investigation status is currently Closed."
FIR-2024-KA-2905,Chikkamagaluru,Chikkamagaluru Police Station,395,Dacoity,2023-10-05,"29, Saraf Marg, Mathura-935327",14.970749,74.944968,Threatened victim with knife in isolated area,Closed,"An incident of Dacoity under IPC Section 395 was reported at Chikkamagaluru Police Station, Chikkamagaluru. The incident took place at 29, Saraf Marg, Mathura-935327. Modus operandi of the suspect: Threatened victim with knife in isolated area. Investigation status is currently Closed."
FIR-2024-KA-2906,Mysuru,Mysuru Police Station,324,Voluntarily Causing Hurt by Dangerous Weapons,2023-12-29,"63/43, Ghosh Street, Rajahmundry 561971",12.156749,76.502226,Entered through unlocked door,Open,"An incident of Voluntarily Causing Hurt by Dangerous Weapons under IPC Section 324 was reported at Mysuru Police Station, Mysuru. The incident took place at 63/43, Ghosh Street, Rajahmundry 561971. Modus operandi of the suspect: Entered through unlocked door. Investigation status is currently Open."
